,Unnamed: 0,fecha_opreal,hora_opreal,central_infotecnica_id,central_nombre,central_tipo,central_tipo_nemotecnico,generacion_real_mwh,generacion_real_ernc_mwh,fecha,fecha2
300334,84109,2020-09-06,22,544,PE SAN GABRIEL,Eólica,eolica,26.4,26.4,2020-09-06 21:00:00,2020-09-06 21:00:00
300344,84706,2020-09-06,23,544,PE SAN GABRIEL,Eólica,eolica,28.16,28.16,2020-09-06 22:00:00,2020-09-06 22:00:00
300354,85303,2020-09-06,24,544,PE SAN GABRIEL,Eólica,eolica,11.72,11.72,2020-09-06 23:00:00,2020-09-06 23:00:00
300364,85900,2020-09-07,1,544,PE SAN GABRIEL,Eólica,eolica,11.72,11.72,2020-09-07 0:00:00,2020-09-07 00:00:00
300374,86497,2020-09-07,2,544,PE SAN GABRIEL,Eólica,eolica,0.03,0.03,2020-09-07 1:00:00,2020-09-07 01:00:00
300384,87094,2020-09-07,3,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 2:00:00,2020-09-07 02:00:00
300394,87691,2020-09-07,4,544,PE SAN GABRIEL,Eólica,eolica,3.39,3.39,2020-09-07 3:00:00,2020-09-07 03:00:00
300404,88288,2020-09-07,5,544,PE SAN GABRIEL,Eólica,eolica,11.99,11.99,2020-09-07 4:00:00,2020-09-07 04:00:00
300414,88885,2020-09-07,6,544,PE SAN GABRIEL,Eólica,eolica,6.45,6.45,2020-09-07 5:00:00,2020-09-07 05:00:00
300424,89482,2020-09-07,7,544,PE SAN GABRIEL,Eólica,eolica,2.58,2.58,2020-09-07 6:00:00,2020-09-07 06:00:00
300441,90500,2020-09-07,10,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 9:00:00,2020-09-07 09:00:00
300442,90538,2020-09-07,8,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 7:00:00,2020-09-07 07:00:00
300454,91401,2020-09-07,23,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 22:00:00,2020-09-07 22:00:00
300464,91870,2020-09-07,9,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 8:00:00,2020-09-07 08:00:00
300474,92467,2020-09-07,11,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 10:00:00,2020-09-07 10:00:00
300484,93064,2020-09-07,12,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 11:00:00,2020-09-07 11:00:00
300494,93661,2020-09-07,13,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 12:00:00,2020-09-07 12:00:00
300504,94258,2020-09-07,14,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 13:00:00,2020-09-07 13:00:00
300514,94855,2020-09-07,15,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 14:00:00,2020-09-07 14:00:00
300524,95452,2020-09-07,16,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 15:00:00,2020-09-07 15:00:00
300534,96049,2020-09-07,17,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 16:00:00,2020-09-07 16:00:00
300544,96646,2020-09-07,18,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 17:00:00,2020-09-07 17:00:00
300554,97243,2020-09-07,19,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 18:00:00,2020-09-07 18:00:00
300564,97840,2020-09-07,20,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 19:00:00,2020-09-07 19:00:00
300574,98437,2020-09-07,21,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 20:00:00,2020-09-07 20:00:00
300584,99034,2020-09-07,22,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 21:00:00,2020-09-07 21:00:00
300594,99631,2020-09-07,24,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-07 23:00:00,2020-09-07 23:00:00
300604,100229,2020-09-08,1,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-08 0:00:00,2020-09-08 00:00:00
300614,100828,2020-09-08,2,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-08 1:00:00,2020-09-08 01:00:00
300624,101427,2020-09-08,3,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-08 2:00:00,2020-09-08 02:00:00
300634,102026,2020-09-08,4,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-08 3:00:00,2020-09-08 03:00:00
300644,102625,2020-09-08,5,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-08 4:00:00,2020-09-08 04:00:00
300654,103224,2020-09-08,6,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-08 5:00:00,2020-09-08 05:00:00
300664,103823,2020-09-08,7,544,PE SAN GABRIEL,Eólica,eolica,10.5,10.5,2020-09-08 6:00:00,2020-09-08 06:00:00
300674,104422,2020-09-08,8,544,PE SAN GABRIEL,Eólica,eolica,36.12,36.12,2020-09-08 7:00:00,2020-09-08 07:00:00
300690,105354,2020-09-08,12,544,PE SAN GABRIEL,Eólica,eolica,68.25,68.25,2020-09-08 11:00:00,2020-09-08 11:00:00
300694,105620,2020-09-08,9,544,PE SAN GABRIEL,Eólica,eolica,57.09,57.09,2020-09-08 8:00:00,2020-09-08 08:00:00
300704,106219,2020-09-08,10,544,PE SAN GABRIEL,Eólica,eolica,79.83,79.83,2020-09-08 9:00:00,2020-09-08 09:00:00
300714,106818,2020-09-08,11,544,PE SAN GABRIEL,Eólica,eolica,70.78,70.78,2020-09-08 10:00:00,2020-09-08 10:00:00
300724,107417,2020-09-08,13,544,PE SAN GABRIEL,Eólica,eolica,63.35,63.35,2020-09-08 12:00:00,2020-09-08 12:00:00
300734,108016,2020-09-08,14,544,PE SAN GABRIEL,Eólica,eolica,60.68,60.68,2020-09-08 13:00:00,2020-09-08 13:00:00
300744,108615,2020-09-08,15,544,PE SAN GABRIEL,Eólica,eolica,98.71,98.71,2020-09-08 14:00:00,2020-09-08 14:00:00
300754,109214,2020-09-08,16,544,PE SAN GABRIEL,Eólica,eolica,76.54,76.54,2020-09-08 15:00:00,2020-09-08 15:00:00
300764,109813,2020-09-08,17,544,PE SAN GABRIEL,Eólica,eolica,107.23,107.23,2020-09-08 16:00:00,2020-09-08 16:00:00
300774,110412,2020-09-08,18,544,PE SAN GABRIEL,Eólica,eolica,117.76,117.76,2020-09-08 17:00:00,2020-09-08 17:00:00
300784,111011,2020-09-08,19,544,PE SAN GABRIEL,Eólica,eolica,85.67,85.67,2020-09-08 18:00:00,2020-09-08 18:00:00
300794,111610,2020-09-08,20,544,PE SAN GABRIEL,Eólica,eolica,66.28,66.28,2020-09-08 19:00:00,2020-09-08 19:00:00
300804,112209,2020-09-08,21,544,PE SAN GABRIEL,Eólica,eolica,46.97,46.97,2020-09-08 20:00:00,2020-09-08 20:00:00
300814,112808,2020-09-08,22,544,PE SAN GABRIEL,Eólica,eolica,38.47,38.47,2020-09-08 21:00:00,2020-09-08 21:00:00
300824,113407,2020-09-08,23,544,PE SAN GABRIEL,Eólica,eolica,20.66,20.66,2020-09-08 22:00:00,2020-09-08 22:00:00
300834,114006,2020-09-08,24,544,PE SAN GABRIEL,Eólica,eolica,18.77,18.77,2020-09-08 23:00:00,2020-09-08 23:00:00
300844,114619,2020-09-09,2,544,PE SAN GABRIEL,Eólica,eolica,10.54,10.54,2020-09-09 1:00:00,2020-09-09 01:00:00
300854,115366,2020-09-09,16,544,PE SAN GABRIEL,Eólica,eolica,10.85,10.85,2020-09-09 15:00:00,2020-09-09 15:00:00
300864,115800,2020-09-09,17,544,PE SAN GABRIEL,Eólica,eolica,22.55,22.55,2020-09-09 16:00:00,2020-09-09 16:00:00
300874,116398,2020-09-09,18,544,PE SAN GABRIEL,Eólica,eolica,38.16,38.16,2020-09-09 17:00:00,2020-09-09 17:00:00
300884,116996,2020-09-09,19,544,PE SAN GABRIEL,Eólica,eolica,40.25,40.25,2020-09-09 18:00:00,2020-09-09 18:00:00
300894,117594,2020-09-09,20,544,PE SAN GABRIEL,Eólica,eolica,32.63,32.63,2020-09-09 19:00:00,2020-09-09 19:00:00
300904,118192,2020-09-09,21,544,PE SAN GABRIEL,Eólica,eolica,39.22,39.22,2020-09-09 20:00:00,2020-09-09 20:00:00
300914,118790,2020-09-09,22,544,PE SAN GABRIEL,Eólica,eolica,38.99,38.99,2020-09-09 21:00:00,2020-09-09 21:00:00
300924,119388,2020-09-09,23,544,PE SAN GABRIEL,Eólica,eolica,31.85,31.85,2020-09-09 22:00:00,2020-09-09 22:00:00
300940,120340,2020-09-09,1,544,PE SAN GABRIEL,Eólica,eolica,9.98,9.98,2020-09-09 0:00:00,2020-09-09 00:00:00
300944,120568,2020-09-09,24,544,PE SAN GABRIEL,Eólica,eolica,36.3,36.3,2020-09-09 23:00:00,2020-09-09 23:00:00
300954,121182,2020-09-09,3,544,PE SAN GABRIEL,Eólica,eolica,1.06,1.06,2020-09-09 2:00:00,2020-09-09 02:00:00
300964,121780,2020-09-09,4,544,PE SAN GABRIEL,Eólica,eolica,3.51,3.51,2020-09-09 3:00:00,2020-09-09 03:00:00
300974,122378,2020-09-09,5,544,PE SAN GABRIEL,Eólica,eolica,3.04,3.04,2020-09-09 4:00:00,2020-09-09 04:00:00
300984,122976,2020-09-09,6,544,PE SAN GABRIEL,Eólica,eolica,1.37,1.37,2020-09-09 5:00:00,2020-09-09 05:00:00
300994,123574,2020-09-09,7,544,PE SAN GABRIEL,Eólica,eolica,3.52,3.52,2020-09-09 6:00:00,2020-09-09 06:00:00
301004,124172,2020-09-09,8,544,PE SAN GABRIEL,Eólica,eolica,0.09,0.09,2020-09-09 7:00:00,2020-09-09 07:00:00
301014,124770,2020-09-09,9,544,PE SAN GABRIEL,Eólica,eolica,0.01,0.01,2020-09-09 8:00:00,2020-09-09 08:00:00
301024,125368,2020-09-09,10,544,PE SAN GABRIEL,Eólica,eolica,2.49,2.49,2020-09-09 9:00:00,2020-09-09 09:00:00
301034,125966,2020-09-09,11,544,PE SAN GABRIEL,Eólica,eolica,3.07,3.07,2020-09-09 10:00:00,2020-09-09 10:00:00
301044,126564,2020-09-09,12,544,PE SAN GABRIEL,Eólica,eolica,0.62,0.62,2020-09-09 11:00:00,2020-09-09 11:00:00
301054,127162,2020-09-09,13,544,PE SAN GABRIEL,Eólica,eolica,0.2,0.2,2020-09-09 12:00:00,2020-09-09 12:00:00
301064,127760,2020-09-09,14,544,PE SAN GABRIEL,Eólica,eolica,3.08,3.08,2020-09-09 13:00:00,2020-09-09 13:00:00
301074,128358,2020-09-09,15,544,PE SAN GABRIEL,Eólica,eolica,3.06,3.06,2020-09-09 14:00:00,2020-09-09 14:00:00
301084,128955,2020-09-10,1,544,PE SAN GABRIEL,Eólica,eolica,57.23,57.23,2020-09-10 0:00:00,2020-09-10 00:00:00
301094,129552,2020-09-10,2,544,PE SAN GABRIEL,Eólica,eolica,57.41,57.41,2020-09-10 1:00:00,2020-09-10 01:00:00
301104,130149,2020-09-10,3,544,PE SAN GABRIEL,Eólica,eolica,49.64,49.64,2020-09-10 2:00:00,2020-09-10 02:00:00
301114,130746,2020-09-10,5,544,PE SAN GABRIEL,Eólica,eolica,45.58,45.58,2020-09-10 4:00:00,2020-09-10 04:00:00
301124,131343,2020-09-10,6,544,PE SAN GABRIEL,Eólica,eolica,44.76,44.76,2020-09-10 5:00:00,2020-09-10 05:00:00
301134,131940,2020-09-10,7,544,PE SAN GABRIEL,Eólica,eolica,39.9,39.9,2020-09-10 6:00:00,2020-09-10 06:00:00
301144,132537,2020-09-10,8,544,PE SAN GABRIEL,Eólica,eolica,63.1,63.1,2020-09-10 7:00:00,2020-09-10 07:00:00
301156,133401,2020-09-10,4,544,PE SAN GABRIEL,Eólica,eolica,37.82,37.82,2020-09-10 3:00:00,2020-09-10 03:00:00
301164,133731,2020-09-10,9,544,PE SAN GABRIEL,Eólica,eolica,67.26,67.26,2020-09-10 8:00:00,2020-09-10 08:00:00
301175,134542,2020-09-10,17,544,PE SAN GABRIEL,Eólica,eolica,90.71,90.71,2020-09-10 16:00:00,2020-09-10 16:00:00
301184,134925,2020-09-10,10,544,PE SAN GABRIEL,Eólica,eolica,79.14,79.14,2020-09-10 9:00:00,2020-09-10 09:00:00
301194,135522,2020-09-10,11,544,PE SAN GABRIEL,Eólica,eolica,52.63,52.63,2020-09-10 10:00:00,2020-09-10 10:00:00
301204,136119,2020-09-10,12,544,PE SAN GABRIEL,Eólica,eolica,60.69,60.69,2020-09-10 11:00:00,2020-09-10 11:00:00
301214,136716,2020-09-10,13,544,PE SAN GABRIEL,Eólica,eolica,50.82,50.82,2020-09-10 12:00:00,2020-09-10 12:00:00
301224,137313,2020-09-10,14,544,PE SAN GABRIEL,Eólica,eolica,49.39,49.39,2020-09-10 13:00:00,2020-09-10 13:00:00
301234,137910,2020-09-10,15,544,PE SAN GABRIEL,Eólica,eolica,58.08,58.08,2020-09-10 14:00:00,2020-09-10 14:00:00
301244,138507,2020-09-10,16,544,PE SAN GABRIEL,Eólica,eolica,89.51,89.51,2020-09-10 15:00:00,2020-09-10 15:00:00
301254,139104,2020-09-10,18,544,PE SAN GABRIEL,Eólica,eolica,69.61,69.61,2020-09-10 17:00:00,2020-09-10 17:00:00
301264,139701,2020-09-10,19,544,PE SAN GABRIEL,Eólica,eolica,71.08,71.08,2020-09-10 18:00:00,2020-09-10 18:00:00
301274,140298,2020-09-10,20,544,PE SAN GABRIEL,Eólica,eolica,65.48,65.48,2020-09-10 19:00:00,2020-09-10 19:00:00
301284,140895,2020-09-10,21,544,PE SAN GABRIEL,Eólica,eolica,76.77,76.77,2020-09-10 20:00:00,2020-09-10 20:00:00
301294,141492,2020-09-10,22,544,PE SAN GABRIEL,Eólica,eolica,26.53,26.53,2020-09-10 21:00:00,2020-09-10 21:00:00
301304,142089,2020-09-10,23,544,PE SAN GABRIEL,Eólica,eolica,28.51,28.51,2020-09-10 22:00:00,2020-09-10 22:00:00
301314,142686,2020-09-10,24,544,PE SAN GABRIEL,Eólica,eolica,23.73,23.73,2020-09-10 23:00:00,2020-09-10 23:00:00
301324,143284,2020-09-11,1,544,PE SAN GABRIEL,Eólica,eolica,15.87,15.87,2020-09-11 0:00:00,2020-09-11 00:00:00
301334,143882,2020-09-11,2,544,PE SAN GABRIEL,Eólica,eolica,18.32,18.32,2020-09-11 1:00:00,2020-09-11 01:00:00
301344,144480,2020-09-11,3,544,PE SAN GABRIEL,Eólica,eolica,18.92,18.92,2020-09-11 2:00:00,2020-09-11 02:00:00
301354,145078,2020-09-11,4,544,PE SAN GABRIEL,Eólica,eolica,16.8,16.8,2020-09-11 3:00:00,2020-09-11 03:00:00
301364,145676,2020-09-11,5,544,PE SAN GABRIEL,Eólica,eolica,9.19,9.19,2020-09-11 4:00:00,2020-09-11 04:00:00
301374,146274,2020-09-11,7,544,PE SAN GABRIEL,Eólica,eolica,3.15,3.15,2020-09-11 6:00:00,2020-09-11 06:00:00
301384,146872,2020-09-11,8,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 7:00:00,2020-09-11 07:00:00
301398,147766,2020-09-11,9,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 8:00:00,2020-09-11 08:00:00
301404,148062,2020-09-11,6,544,PE SAN GABRIEL,Eólica,eolica,1.65,1.65,2020-09-11 5:00:00,2020-09-11 05:00:00
301420,149010,2020-09-11,19,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 18:00:00,2020-09-11 18:00:00
301424,149246,2020-09-11,10,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 9:00:00,2020-09-11 09:00:00
301434,149861,2020-09-11,11,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 10:00:00,2020-09-11 10:00:00
301444,150459,2020-09-11,12,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 11:00:00,2020-09-11 11:00:00
301454,151057,2020-09-11,13,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 12:00:00,2020-09-11 12:00:00
301464,151655,2020-09-11,14,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 13:00:00,2020-09-11 13:00:00
301474,152253,2020-09-11,15,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 14:00:00,2020-09-11 14:00:00
301484,152850,2020-09-11,16,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 15:00:00,2020-09-11 15:00:00
301494,153447,2020-09-11,17,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 16:00:00,2020-09-11 16:00:00
301504,154044,2020-09-11,18,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 17:00:00,2020-09-11 17:00:00
301514,154641,2020-09-11,20,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 19:00:00,2020-09-11 19:00:00
301524,155238,2020-09-11,21,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 20:00:00,2020-09-11 20:00:00
301534,155835,2020-09-11,22,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 21:00:00,2020-09-11 21:00:00
301544,156432,2020-09-11,23,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 22:00:00,2020-09-11 22:00:00
301554,157029,2020-09-11,24,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-11 23:00:00,2020-09-11 23:00:00
301564,157627,2020-09-12,1,544,PE SAN GABRIEL,Eólica,eolica,2.03,2.03,2020-09-12 0:00:00,2020-09-12 00:00:00
301574,158225,2020-09-12,2,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 1:00:00,2020-09-12 01:00:00
301584,158823,2020-09-12,3,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 2:00:00,2020-09-12 02:00:00
301594,159421,2020-09-12,4,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 3:00:00,2020-09-12 03:00:00
301604,160019,2020-09-12,5,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 4:00:00,2020-09-12 04:00:00
301614,160617,2020-09-12,6,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 5:00:00,2020-09-12 05:00:00
301624,161215,2020-09-12,7,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 6:00:00,2020-09-12 06:00:00
301640,162182,2020-09-12,8,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 7:00:00,2020-09-12 07:00:00
301644,162334,2020-09-12,9,544,PE SAN GABRIEL,Eólica,eolica,0.93,0.93,2020-09-12 8:00:00,2020-09-12 08:00:00
301660,163340,2020-09-12,21,544,PE SAN GABRIEL,Eólica,eolica,103.74,103.74,2020-09-12 20:00:00,2020-09-12 20:00:00
301664,163607,2020-09-12,10,544,PE SAN GABRIEL,Eólica,eolica,3.53,3.53,2020-09-12 9:00:00,2020-09-12 09:00:00
301674,164205,2020-09-12,11,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 10:00:00,2020-09-12 10:00:00
301684,164803,2020-09-12,12,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 11:00:00,2020-09-12 11:00:00
301694,165401,2020-09-12,13,544,PE SAN GABRIEL,Eólica,eolica,0.01,0.01,2020-09-12 12:00:00,2020-09-12 12:00:00
301704,165999,2020-09-12,14,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 13:00:00,2020-09-12 13:00:00
301714,166597,2020-09-12,15,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 14:00:00,2020-09-12 14:00:00
301724,167195,2020-09-12,16,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-12 15:00:00,2020-09-12 15:00:00
301734,167793,2020-09-12,17,544,PE SAN GABRIEL,Eólica,eolica,4.53,4.53,2020-09-12 16:00:00,2020-09-12 16:00:00
301744,168391,2020-09-12,18,544,PE SAN GABRIEL,Eólica,eolica,19.85,19.85,2020-09-12 17:00:00,2020-09-12 17:00:00
301754,168989,2020-09-12,19,544,PE SAN GABRIEL,Eólica,eolica,54.85,54.85,2020-09-12 18:00:00,2020-09-12 18:00:00
301764,169587,2020-09-12,20,544,PE SAN GABRIEL,Eólica,eolica,90.25,90.25,2020-09-12 19:00:00,2020-09-12 19:00:00
301774,170185,2020-09-12,22,544,PE SAN GABRIEL,Eólica,eolica,121.73,121.73,2020-09-12 21:00:00,2020-09-12 21:00:00
301784,170783,2020-09-12,23,544,PE SAN GABRIEL,Eólica,eolica,125.46,125.46,2020-09-12 22:00:00,2020-09-12 22:00:00
301794,171381,2020-09-12,24,544,PE SAN GABRIEL,Eólica,eolica,130.4,130.4,2020-09-12 23:00:00,2020-09-12 23:00:00
301804,172011,2020-09-13,1,544,PE SAN GABRIEL,Eólica,eolica,91.89,91.89,2020-09-13 0:00:00,2020-09-13 00:00:00
301814,172690,2020-09-13,4,544,PE SAN GABRIEL,Eólica,eolica,59.75,59.75,2020-09-13 3:00:00,2020-09-13 03:00:00
301824,173349,2020-09-13,5,544,PE SAN GABRIEL,Eólica,eolica,34.59,34.59,2020-09-13 4:00:00,2020-09-13 04:00:00
301838,174068,2020-09-13,6,544,PE SAN GABRIEL,Eólica,eolica,43.01,43.01,2020-09-13 5:00:00,2020-09-13 05:00:00
301851,174775,2020-09-13,7,544,PE SAN GABRIEL,Eólica,eolica,53.94,53.94,2020-09-13 6:00:00,2020-09-13 06:00:00
301854,174895,2020-09-13,2,544,PE SAN GABRIEL,Eólica,eolica,67.53,67.53,2020-09-13 1:00:00,2020-09-13 01:00:00
301864,175484,2020-09-13,8,544,PE SAN GABRIEL,Eólica,eolica,12.88,12.88,2020-09-13 7:00:00,2020-09-13 07:00:00
301874,176185,2020-09-13,9,544,PE SAN GABRIEL,Eólica,eolica,27.31,27.31,2020-09-13 8:00:00,2020-09-13 08:00:00
301884,176902,2020-09-13,11,544,PE SAN GABRIEL,Eólica,eolica,35.6,35.6,2020-09-13 10:00:00,2020-09-13 10:00:00
301896,177608,2020-09-13,12,544,PE SAN GABRIEL,Eólica,eolica,69.38,69.38,2020-09-13 11:00:00,2020-09-13 11:00:00
301910,178299,2020-09-13,3,544,PE SAN GABRIEL,Eólica,eolica,73.16,73.16,2020-09-13 2:00:00,2020-09-13 02:00:00
301912,178404,2020-09-13,13,544,PE SAN GABRIEL,Eólica,eolica,73.23,73.23,2020-09-13 12:00:00,2020-09-13 12:00:00
301924,179130,2020-09-13,14,544,PE SAN GABRIEL,Eólica,eolica,57.58,57.58,2020-09-13 13:00:00,2020-09-13 13:00:00
301934,179856,2020-09-13,15,544,PE SAN GABRIEL,Eólica,eolica,36.65,36.65,2020-09-13 14:00:00,2020-09-13 14:00:00
301950,180717,2020-09-13,16,544,PE SAN GABRIEL,Eólica,eolica,33.18,33.18,2020-09-13 15:00:00,2020-09-13 15:00:00
301954,180839,2020-09-13,10,544,PE SAN GABRIEL,Eólica,eolica,29.64,29.64,2020-09-13 9:00:00,2020-09-13 09:00:00
301964,181556,2020-09-13,17,544,PE SAN GABRIEL,Eólica,eolica,30.32,30.32,2020-09-13 16:00:00,2020-09-13 16:00:00
301979,182417,2020-09-13,18,544,PE SAN GABRIEL,Eólica,eolica,26.96,26.96,2020-09-13 17:00:00,2020-09-13 17:00:00
301984,182814,2020-09-13,23,544,PE SAN GABRIEL,Eólica,eolica,137.01,137.01,2020-09-13 22:00:00,2020-09-13 22:00:00
301994,183289,2020-09-13,19,544,PE SAN GABRIEL,Eólica,eolica,75.68,75.68,2020-09-13 18:00:00,2020-09-13 18:00:00
302004,183897,2020-09-13,20,544,PE SAN GABRIEL,Eólica,eolica,124.86,124.86,2020-09-13 19:00:00,2020-09-13 19:00:00
302014,184493,2020-09-13,21,544,PE SAN GABRIEL,Eólica,eolica,131.47,131.47,2020-09-13 20:00:00,2020-09-13 20:00:00
302024,185089,2020-09-13,22,544,PE SAN GABRIEL,Eólica,eolica,127.28,127.28,2020-09-13 21:00:00,2020-09-13 21:00:00
302034,185685,2020-09-13,24,544,PE SAN GABRIEL,Eólica,eolica,134.68,134.68,2020-09-13 23:00:00,2020-09-13 23:00:00
302044,186282,2020-09-14,1,544,PE SAN GABRIEL,Eólica,eolica,138.42,138.42,2020-09-14 0:00:00,2020-09-14 00:00:00
302054,186879,2020-09-14,2,544,PE SAN GABRIEL,Eólica,eolica,136.71,136.71,2020-09-14 1:00:00,2020-09-14 01:00:00
302064,187476,2020-09-14,3,544,PE SAN GABRIEL,Eólica,eolica,135.62,135.62,2020-09-14 2:00:00,2020-09-14 02:00:00
302074,188073,2020-09-14,4,544,PE SAN GABRIEL,Eólica,eolica,139.63,139.63,2020-09-14 3:00:00,2020-09-14 03:00:00
302084,188670,2020-09-14,5,544,PE SAN GABRIEL,Eólica,eolica,140.87,140.87,2020-09-14 4:00:00,2020-09-14 04:00:00
302094,189267,2020-09-14,6,544,PE SAN GABRIEL,Eólica,eolica,141.16,141.16,2020-09-14 5:00:00,2020-09-14 05:00:00
302104,189864,2020-09-14,7,544,PE SAN GABRIEL,Eólica,eolica,137.07,137.07,2020-09-14 6:00:00,2020-09-14 06:00:00
302114,190571,2020-09-14,8,544,PE SAN GABRIEL,Eólica,eolica,138.13,138.13,2020-09-14 7:00:00,2020-09-14 07:00:00
302124,191130,2020-09-14,12,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-14 11:00:00,2020-09-14 11:00:00
302134,191655,2020-09-14,9,544,PE SAN GABRIEL,Eólica,eolica,138.04,138.04,2020-09-14 8:00:00,2020-09-14 08:00:00
302144,192252,2020-09-14,10,544,PE SAN GABRIEL,Eólica,eolica,136.78,136.78,2020-09-14 9:00:00,2020-09-14 09:00:00
302154,192849,2020-09-14,11,544,PE SAN GABRIEL,Eólica,eolica,34.83,34.83,2020-09-14 10:00:00,2020-09-14 10:00:00
302164,193446,2020-09-14,13,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-14 12:00:00,2020-09-14 12:00:00
302174,194043,2020-09-14,14,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-14 13:00:00,2020-09-14 13:00:00
302184,194640,2020-09-14,15,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2020-09-14 14:00:00,2020-09-14 14:00:00
302194,195237,2020-09-14,16,544,PE SAN GABRIEL,Eólica,eolica,67.25,67.25,2020-09-14 15:00:00,2020-09-14 15:00:00
302204,195834,2020-09-14,17,544,PE SAN GABRIEL,Eólica,eolica,85.44,85.44,2020-09-14 16:00:00,2020-09-14 16:00:00
302214,196431,2020-09-14,18,544,PE SAN GABRIEL,Eólica,eolica,96.27,96.27,2020-09-14 17:00:00,2020-09-14 17:00:00
302224,197028,2020-09-14,19,544,PE SAN GABRIEL,Eólica,eolica,97.95,97.95,2020-09-14 18:00:00,2020-09-14 18:00:00
302234,197625,2020-09-14,20,544,PE SAN GABRIEL,Eólica,eolica,98.28,98.28,2020-09-14 19:00:00,2020-09-14 19:00:00
302244,198222,2020-09-14,21,544,PE SAN GABRIEL,Eólica,eolica,99.06,99.06,2020-09-14 20:00:00,2020-09-14 20:00:00
302254,198819,2020-09-14,22,544,PE SAN GABRIEL,Eólica,eolica,7.63,7.63,2020-09-14 21:00:00,2020-09-14 21:00:00
