,Unnamed: 0,fecha_opreal,hora_opreal,central_infotecnica_id,central_nombre,central_tipo,central_tipo_nemotecnico,generacion_real_mwh,generacion_real_ernc_mwh,fecha,fecha2
222821,320104,2019-09-27,1,544,PE SAN GABRIEL,Eólica,eolica,18.8,18.8,2019-09-27 0:00:00,2019-09-27 00:00:00
222829,320619,2019-09-27,2,544,PE SAN GABRIEL,Eólica,eolica,10.1,10.1,2019-09-27 1:00:00,2019-09-27 01:00:00
222837,321134,2019-09-27,3,544,PE SAN GABRIEL,Eólica,eolica,13.6,13.6,2019-09-27 2:00:00,2019-09-27 02:00:00
222845,321649,2019-09-27,4,544,PE SAN GABRIEL,Eólica,eolica,12.9,12.9,2019-09-27 3:00:00,2019-09-27 03:00:00
222853,322164,2019-09-27,5,544,PE SAN GABRIEL,Eólica,eolica,8.2,8.2,2019-09-27 4:00:00,2019-09-27 04:00:00
222861,322679,2019-09-27,6,544,PE SAN GABRIEL,Eólica,eolica,17.0,17.0,2019-09-27 5:00:00,2019-09-27 05:00:00
222869,323194,2019-09-27,7,544,PE SAN GABRIEL,Eólica,eolica,24.7,24.7,2019-09-27 6:00:00,2019-09-27 06:00:00
222877,323709,2019-09-27,8,544,PE SAN GABRIEL,Eólica,eolica,29.0,29.0,2019-09-27 7:00:00,2019-09-27 07:00:00
222885,324224,2019-09-27,9,544,PE SAN GABRIEL,Eólica,eolica,36.2,36.2,2019-09-27 8:00:00,2019-09-27 08:00:00
222893,324739,2019-09-27,10,544,PE SAN GABRIEL,Eólica,eolica,32.6,32.6,2019-09-27 9:00:00,2019-09-27 09:00:00
222901,325254,2019-09-27,11,544,PE SAN GABRIEL,Eólica,eolica,42.6,42.6,2019-09-27 10:00:00,2019-09-27 10:00:00
222909,325769,2019-09-27,12,544,PE SAN GABRIEL,Eólica,eolica,60.0,60.0,2019-09-27 11:00:00,2019-09-27 11:00:00
222917,326284,2019-09-27,13,544,PE SAN GABRIEL,Eólica,eolica,54.0,54.0,2019-09-27 12:00:00,2019-09-27 12:00:00
222925,326799,2019-09-27,14,544,PE SAN GABRIEL,Eólica,eolica,40.5,40.5,2019-09-27 13:00:00,2019-09-27 13:00:00
222933,327314,2019-09-27,15,544,PE SAN GABRIEL,Eólica,eolica,25.9,25.9,2019-09-27 14:00:00,2019-09-27 14:00:00
222941,327829,2019-09-27,16,544,PE SAN GABRIEL,Eólica,eolica,9.7,9.7,2019-09-27 15:00:00,2019-09-27 15:00:00
222949,328344,2019-09-27,17,544,PE SAN GABRIEL,Eólica,eolica,4.5,4.5,2019-09-27 16:00:00,2019-09-27 16:00:00
222957,328859,2019-09-27,18,544,PE SAN GABRIEL,Eólica,eolica,1.4,1.4,2019-09-27 17:00:00,2019-09-27 17:00:00
222965,329374,2019-09-27,19,544,PE SAN GABRIEL,Eólica,eolica,1.9,1.9,2019-09-27 18:00:00,2019-09-27 18:00:00
222973,329889,2019-09-27,20,544,PE SAN GABRIEL,Eólica,eolica,1.7,1.7,2019-09-27 19:00:00,2019-09-27 19:00:00
222981,330404,2019-09-27,21,544,PE SAN GABRIEL,Eólica,eolica,1.6,1.6,2019-09-27 20:00:00,2019-09-27 20:00:00
222989,330919,2019-09-27,22,544,PE SAN GABRIEL,Eólica,eolica,0.8,0.8,2019-09-27 21:00:00,2019-09-27 21:00:00
222997,331434,2019-09-27,23,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-27 22:00:00,2019-09-27 22:00:00
223005,331949,2019-09-27,24,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-27 23:00:00,2019-09-27 23:00:00
223013,332462,2019-09-28,1,544,PE SAN GABRIEL,Eólica,eolica,3.5,3.5,2019-09-28 0:00:00,2019-09-28 00:00:00
223021,332975,2019-09-28,2,544,PE SAN GABRIEL,Eólica,eolica,11.7,11.7,2019-09-28 1:00:00,2019-09-28 01:00:00
223029,333488,2019-09-28,3,544,PE SAN GABRIEL,Eólica,eolica,13.1,13.1,2019-09-28 2:00:00,2019-09-28 02:00:00
223037,334001,2019-09-28,4,544,PE SAN GABRIEL,Eólica,eolica,22.7,22.7,2019-09-28 3:00:00,2019-09-28 03:00:00
223045,334514,2019-09-28,5,544,PE SAN GABRIEL,Eólica,eolica,9.7,9.7,2019-09-28 4:00:00,2019-09-28 04:00:00
223053,335027,2019-09-28,6,544,PE SAN GABRIEL,Eólica,eolica,4.0,4.0,2019-09-28 5:00:00,2019-09-28 05:00:00
223061,335540,2019-09-28,7,544,PE SAN GABRIEL,Eólica,eolica,0.9,0.9,2019-09-28 6:00:00,2019-09-28 06:00:00
223069,336053,2019-09-28,8,544,PE SAN GABRIEL,Eólica,eolica,0.3,0.3,2019-09-28 7:00:00,2019-09-28 07:00:00
223077,336566,2019-09-28,9,544,PE SAN GABRIEL,Eólica,eolica,3.1,3.1,2019-09-28 8:00:00,2019-09-28 08:00:00
223085,337079,2019-09-28,10,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-28 9:00:00,2019-09-28 09:00:00
223093,337592,2019-09-28,11,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-28 10:00:00,2019-09-28 10:00:00
223101,338105,2019-09-28,12,544,PE SAN GABRIEL,Eólica,eolica,0.1,0.1,2019-09-28 11:00:00,2019-09-28 11:00:00
223109,338618,2019-09-28,13,544,PE SAN GABRIEL,Eólica,eolica,1.9,1.9,2019-09-28 12:00:00,2019-09-28 12:00:00
223117,339131,2019-09-28,14,544,PE SAN GABRIEL,Eólica,eolica,1.0,1.0,2019-09-28 13:00:00,2019-09-28 13:00:00
223125,339644,2019-09-28,15,544,PE SAN GABRIEL,Eólica,eolica,0.3,0.3,2019-09-28 14:00:00,2019-09-28 14:00:00
223133,340157,2019-09-28,16,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-28 15:00:00,2019-09-28 15:00:00
223141,340670,2019-09-28,17,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-28 16:00:00,2019-09-28 16:00:00
223149,341183,2019-09-28,18,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-28 17:00:00,2019-09-28 17:00:00
223157,341696,2019-09-28,19,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-28 18:00:00,2019-09-28 18:00:00
223165,342209,2019-09-28,20,544,PE SAN GABRIEL,Eólica,eolica,0.6,0.6,2019-09-28 19:00:00,2019-09-28 19:00:00
223173,342722,2019-09-28,21,544,PE SAN GABRIEL,Eólica,eolica,6.4,6.4,2019-09-28 20:00:00,2019-09-28 20:00:00
223181,343235,2019-09-28,22,544,PE SAN GABRIEL,Eólica,eolica,5.7,5.7,2019-09-28 21:00:00,2019-09-28 21:00:00
223189,343748,2019-09-28,23,544,PE SAN GABRIEL,Eólica,eolica,4.2,4.2,2019-09-28 22:00:00,2019-09-28 22:00:00
223197,344261,2019-09-28,24,544,PE SAN GABRIEL,Eólica,eolica,2.1,2.1,2019-09-28 23:00:00,2019-09-28 23:00:00
223205,344774,2019-09-29,1,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 0:00:00,2019-09-29 00:00:00
223213,345287,2019-09-29,2,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 1:00:00,2019-09-29 01:00:00
223221,345800,2019-09-29,3,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 2:00:00,2019-09-29 02:00:00
223229,346313,2019-09-29,4,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 3:00:00,2019-09-29 03:00:00
223237,346826,2019-09-29,5,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 4:00:00,2019-09-29 04:00:00
223245,347339,2019-09-29,6,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 5:00:00,2019-09-29 05:00:00
223253,347852,2019-09-29,7,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 6:00:00,2019-09-29 06:00:00
223261,348365,2019-09-29,8,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 7:00:00,2019-09-29 07:00:00
223269,348878,2019-09-29,9,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 8:00:00,2019-09-29 08:00:00
223277,349391,2019-09-29,10,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 9:00:00,2019-09-29 09:00:00
223285,349904,2019-09-29,11,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 10:00:00,2019-09-29 10:00:00
223293,350417,2019-09-29,12,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 11:00:00,2019-09-29 11:00:00
223301,350930,2019-09-29,13,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-29 12:00:00,2019-09-29 12:00:00
223309,351443,2019-09-29,14,544,PE SAN GABRIEL,Eólica,eolica,25.8,25.8,2019-09-29 13:00:00,2019-09-29 13:00:00
223317,351956,2019-09-29,15,544,PE SAN GABRIEL,Eólica,eolica,15.5,15.5,2019-09-29 14:00:00,2019-09-29 14:00:00
223325,352469,2019-09-29,16,544,PE SAN GABRIEL,Eólica,eolica,23.8,23.8,2019-09-29 15:00:00,2019-09-29 15:00:00
223333,352982,2019-09-29,17,544,PE SAN GABRIEL,Eólica,eolica,35.1,35.1,2019-09-29 16:00:00,2019-09-29 16:00:00
223341,353495,2019-09-29,18,544,PE SAN GABRIEL,Eólica,eolica,15.8,15.8,2019-09-29 17:00:00,2019-09-29 17:00:00
223349,354008,2019-09-29,19,544,PE SAN GABRIEL,Eólica,eolica,20.6,20.6,2019-09-29 18:00:00,2019-09-29 18:00:00
223357,354521,2019-09-29,20,544,PE SAN GABRIEL,Eólica,eolica,23.7,23.7,2019-09-29 19:00:00,2019-09-29 19:00:00
223365,355034,2019-09-29,21,544,PE SAN GABRIEL,Eólica,eolica,11.1,11.1,2019-09-29 20:00:00,2019-09-29 20:00:00
223373,355547,2019-09-29,22,544,PE SAN GABRIEL,Eólica,eolica,14.6,14.6,2019-09-29 21:00:00,2019-09-29 21:00:00
223381,356060,2019-09-29,23,544,PE SAN GABRIEL,Eólica,eolica,13.3,13.3,2019-09-29 22:00:00,2019-09-29 22:00:00
223389,356573,2019-09-29,24,544,PE SAN GABRIEL,Eólica,eolica,15.0,15.0,2019-09-29 23:00:00,2019-09-29 23:00:00
223401,357375,2019-09-30,11,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 10:00:00,2019-09-30 10:00:00
223405,357724,2019-09-30,1,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 0:00:00,2019-09-30 00:00:00
223413,358180,2019-09-30,12,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 11:00:00,2019-09-30 11:00:00
223427,359016,2019-09-30,13,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 12:00:00,2019-09-30 12:00:00
223429,359120,2019-09-30,2,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 1:00:00,2019-09-30 01:00:00
223437,359798,2019-09-30,14,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 13:00:00,2019-09-30 13:00:00
223451,360562,2019-09-30,3,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 2:00:00,2019-09-30 02:00:00
223453,360609,2019-09-30,15,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 14:00:00,2019-09-30 14:00:00
223462,361404,2019-09-30,16,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 15:00:00,2019-09-30 15:00:00
223471,361965,2019-09-30,4,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 3:00:00,2019-09-30 03:00:00
223477,362207,2019-09-30,17,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 16:00:00,2019-09-30 16:00:00
223487,362996,2019-09-30,18,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 17:00:00,2019-09-30 17:00:00
223493,363416,2019-09-30,5,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 4:00:00,2019-09-30 04:00:00
223501,363792,2019-09-30,19,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 18:00:00,2019-09-30 18:00:00
223515,364593,2019-09-30,20,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 19:00:00,2019-09-30 19:00:00
223517,364834,2019-09-30,6,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 5:00:00,2019-09-30 05:00:00
223525,365370,2019-09-30,21,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 20:00:00,2019-09-30 20:00:00
223539,366210,2019-09-30,22,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 21:00:00,2019-09-30 21:00:00
223541,366270,2019-09-30,7,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 6:00:00,2019-09-30 06:00:00
223549,367029,2019-09-30,23,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 22:00:00,2019-09-30 22:00:00
223563,367659,2019-09-30,8,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 7:00:00,2019-09-30 07:00:00
223565,367847,2019-09-30,24,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 23:00:00,2019-09-30 23:00:00
223573,368372,2019-09-30,9,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 8:00:00,2019-09-30 08:00:00
223581,368885,2019-09-30,10,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-09-30 9:00:00,2019-09-30 09:00:00
223589,430,2019-10-01,1,544,PE SAN GABRIEL,Eólica,eolica,10.1,10.1,2019-10-01 0:00:00,2019-10-01 00:00:00
223597,945,2019-10-01,2,544,PE SAN GABRIEL,Eólica,eolica,13.0,13.0,2019-10-01 1:00:00,2019-10-01 01:00:00
223605,1460,2019-10-01,3,544,PE SAN GABRIEL,Eólica,eolica,11.1,11.1,2019-10-01 2:00:00,2019-10-01 02:00:00
223613,1975,2019-10-01,4,544,PE SAN GABRIEL,Eólica,eolica,4.4,4.4,2019-10-01 3:00:00,2019-10-01 03:00:00
223621,2490,2019-10-01,5,544,PE SAN GABRIEL,Eólica,eolica,0.9,0.9,2019-10-01 4:00:00,2019-10-01 04:00:00
223629,3005,2019-10-01,6,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-01 5:00:00,2019-10-01 05:00:00
223637,3520,2019-10-01,7,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-01 6:00:00,2019-10-01 06:00:00
223645,4035,2019-10-01,8,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-01 7:00:00,2019-10-01 07:00:00
223653,4550,2019-10-01,9,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-01 8:00:00,2019-10-01 08:00:00
223661,5065,2019-10-01,10,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-01 9:00:00,2019-10-01 09:00:00
223669,5580,2019-10-01,11,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-01 10:00:00,2019-10-01 10:00:00
223677,6095,2019-10-01,12,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-01 11:00:00,2019-10-01 11:00:00
223685,6610,2019-10-01,13,544,PE SAN GABRIEL,Eólica,eolica,0.7,0.7,2019-10-01 12:00:00,2019-10-01 12:00:00
223693,7125,2019-10-01,14,544,PE SAN GABRIEL,Eólica,eolica,3.5,3.5,2019-10-01 13:00:00,2019-10-01 13:00:00
223701,7640,2019-10-01,15,544,PE SAN GABRIEL,Eólica,eolica,7.0,7.0,2019-10-01 14:00:00,2019-10-01 14:00:00
223709,8155,2019-10-01,16,544,PE SAN GABRIEL,Eólica,eolica,4.0,4.0,2019-10-01 15:00:00,2019-10-01 15:00:00
223717,8670,2019-10-01,17,544,PE SAN GABRIEL,Eólica,eolica,2.6,2.6,2019-10-01 16:00:00,2019-10-01 16:00:00
223725,9185,2019-10-01,18,544,PE SAN GABRIEL,Eólica,eolica,7.8,7.8,2019-10-01 17:00:00,2019-10-01 17:00:00
223733,9700,2019-10-01,19,544,PE SAN GABRIEL,Eólica,eolica,38.1,38.1,2019-10-01 18:00:00,2019-10-01 18:00:00
223741,10215,2019-10-01,20,544,PE SAN GABRIEL,Eólica,eolica,4.8,4.8,2019-10-01 19:00:00,2019-10-01 19:00:00
223749,10730,2019-10-01,21,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-01 20:00:00,2019-10-01 20:00:00
223757,11245,2019-10-01,22,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-01 21:00:00,2019-10-01 21:00:00
223765,11760,2019-10-01,23,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-01 22:00:00,2019-10-01 22:00:00
223773,12275,2019-10-01,24,544,PE SAN GABRIEL,Eólica,eolica,2.6,2.6,2019-10-01 23:00:00,2019-10-01 23:00:00
223781,12793,2019-10-02,1,544,PE SAN GABRIEL,Eólica,eolica,3.42,3.42,2019-10-02 0:00:00,2019-10-02 00:00:00
223789,13311,2019-10-02,2,544,PE SAN GABRIEL,Eólica,eolica,7.33,7.33,2019-10-02 1:00:00,2019-10-02 01:00:00
223797,13829,2019-10-02,3,544,PE SAN GABRIEL,Eólica,eolica,7.53,7.53,2019-10-02 2:00:00,2019-10-02 02:00:00
223805,14347,2019-10-02,4,544,PE SAN GABRIEL,Eólica,eolica,5.62,5.62,2019-10-02 3:00:00,2019-10-02 03:00:00
223813,14865,2019-10-02,5,544,PE SAN GABRIEL,Eólica,eolica,14.53,14.53,2019-10-02 4:00:00,2019-10-02 04:00:00
223821,15383,2019-10-02,6,544,PE SAN GABRIEL,Eólica,eolica,15.13,15.13,2019-10-02 5:00:00,2019-10-02 05:00:00
223829,15901,2019-10-02,7,544,PE SAN GABRIEL,Eólica,eolica,15.63,15.63,2019-10-02 6:00:00,2019-10-02 06:00:00
223837,16419,2019-10-02,8,544,PE SAN GABRIEL,Eólica,eolica,12.78,12.78,2019-10-02 7:00:00,2019-10-02 07:00:00
223845,16937,2019-10-02,9,544,PE SAN GABRIEL,Eólica,eolica,14.69,14.69,2019-10-02 8:00:00,2019-10-02 08:00:00
223853,17455,2019-10-02,10,544,PE SAN GABRIEL,Eólica,eolica,8.84,8.84,2019-10-02 9:00:00,2019-10-02 09:00:00
223861,17973,2019-10-02,11,544,PE SAN GABRIEL,Eólica,eolica,3.95,3.95,2019-10-02 10:00:00,2019-10-02 10:00:00
223869,18491,2019-10-02,12,544,PE SAN GABRIEL,Eólica,eolica,3.5,3.5,2019-10-02 11:00:00,2019-10-02 11:00:00
223877,19009,2019-10-02,13,544,PE SAN GABRIEL,Eólica,eolica,2.79,2.79,2019-10-02 12:00:00,2019-10-02 12:00:00
223885,19527,2019-10-02,14,544,PE SAN GABRIEL,Eólica,eolica,4.26,4.26,2019-10-02 13:00:00,2019-10-02 13:00:00
223893,20045,2019-10-02,15,544,PE SAN GABRIEL,Eólica,eolica,4.05,4.05,2019-10-02 14:00:00,2019-10-02 14:00:00
223901,20563,2019-10-02,16,544,PE SAN GABRIEL,Eólica,eolica,1.5,1.5,2019-10-02 15:00:00,2019-10-02 15:00:00
223909,21081,2019-10-02,17,544,PE SAN GABRIEL,Eólica,eolica,0.06,0.06,2019-10-02 16:00:00,2019-10-02 16:00:00
223917,21599,2019-10-02,18,544,PE SAN GABRIEL,Eólica,eolica,0.43,0.43,2019-10-02 17:00:00,2019-10-02 17:00:00
223925,22117,2019-10-02,19,544,PE SAN GABRIEL,Eólica,eolica,9.97,9.97,2019-10-02 18:00:00,2019-10-02 18:00:00
223933,22635,2019-10-02,20,544,PE SAN GABRIEL,Eólica,eolica,18.54,18.54,2019-10-02 19:00:00,2019-10-02 19:00:00
223941,23153,2019-10-02,21,544,PE SAN GABRIEL,Eólica,eolica,28.82,28.82,2019-10-02 20:00:00,2019-10-02 20:00:00
223949,23671,2019-10-02,22,544,PE SAN GABRIEL,Eólica,eolica,45.45,45.45,2019-10-02 21:00:00,2019-10-02 21:00:00
223957,24189,2019-10-02,23,544,PE SAN GABRIEL,Eólica,eolica,53.14,53.14,2019-10-02 22:00:00,2019-10-02 22:00:00
223965,24707,2019-10-02,24,544,PE SAN GABRIEL,Eólica,eolica,35.94,35.94,2019-10-02 23:00:00,2019-10-02 23:00:00
223973,25225,2019-10-03,1,544,PE SAN GABRIEL,Eólica,eolica,61.77,61.77,2019-10-03 0:00:00,2019-10-03 00:00:00
223981,25744,2019-10-03,2,544,PE SAN GABRIEL,Eólica,eolica,78.5,78.5,2019-10-03 1:00:00,2019-10-03 01:00:00
223989,26263,2019-10-03,3,544,PE SAN GABRIEL,Eólica,eolica,77.61,77.61,2019-10-03 2:00:00,2019-10-03 02:00:00
223997,26782,2019-10-03,4,544,PE SAN GABRIEL,Eólica,eolica,77.46,77.46,2019-10-03 3:00:00,2019-10-03 03:00:00
224005,27301,2019-10-03,5,544,PE SAN GABRIEL,Eólica,eolica,77.75,77.75,2019-10-03 4:00:00,2019-10-03 04:00:00
224013,27820,2019-10-03,6,544,PE SAN GABRIEL,Eólica,eolica,72.61,72.61,2019-10-03 5:00:00,2019-10-03 05:00:00
224021,28339,2019-10-03,7,544,PE SAN GABRIEL,Eólica,eolica,47.96,47.96,2019-10-03 6:00:00,2019-10-03 06:00:00
224029,28858,2019-10-03,8,544,PE SAN GABRIEL,Eólica,eolica,12.15,12.15,2019-10-03 7:00:00,2019-10-03 07:00:00
224037,29377,2019-10-03,9,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-03 8:00:00,2019-10-03 08:00:00
224045,29896,2019-10-03,10,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-03 9:00:00,2019-10-03 09:00:00
224053,30415,2019-10-03,11,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-03 10:00:00,2019-10-03 10:00:00
224061,30934,2019-10-03,12,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-03 11:00:00,2019-10-03 11:00:00
224069,31453,2019-10-03,13,544,PE SAN GABRIEL,Eólica,eolica,2.38,2.38,2019-10-03 12:00:00,2019-10-03 12:00:00
224077,31972,2019-10-03,14,544,PE SAN GABRIEL,Eólica,eolica,8.71,8.71,2019-10-03 13:00:00,2019-10-03 13:00:00
224085,32491,2019-10-03,15,544,PE SAN GABRIEL,Eólica,eolica,3.08,3.08,2019-10-03 14:00:00,2019-10-03 14:00:00
224093,33010,2019-10-03,16,544,PE SAN GABRIEL,Eólica,eolica,14.56,14.56,2019-10-03 15:00:00,2019-10-03 15:00:00
224101,33529,2019-10-03,17,544,PE SAN GABRIEL,Eólica,eolica,3.63,3.63,2019-10-03 16:00:00,2019-10-03 16:00:00
224109,34048,2019-10-03,18,544,PE SAN GABRIEL,Eólica,eolica,1.03,1.03,2019-10-03 17:00:00,2019-10-03 17:00:00
224117,34567,2019-10-03,19,544,PE SAN GABRIEL,Eólica,eolica,3.54,3.54,2019-10-03 18:00:00,2019-10-03 18:00:00
224125,35086,2019-10-03,20,544,PE SAN GABRIEL,Eólica,eolica,3.9,3.9,2019-10-03 19:00:00,2019-10-03 19:00:00
224133,35605,2019-10-03,21,544,PE SAN GABRIEL,Eólica,eolica,0.0,0.0,2019-10-03 20:00:00,2019-10-03 20:00:00
224141,36124,2019-10-03,22,544,PE SAN GABRIEL,Eólica,eolica,0.45,0.45,2019-10-03 21:00:00,2019-10-03 21:00:00
224149,36643,2019-10-03,23,544,PE SAN GABRIEL,Eólica,eolica,5.46,5.46,2019-10-03 22:00:00,2019-10-03 22:00:00
224157,37162,2019-10-03,24,544,PE SAN GABRIEL,Eólica,eolica,9.38,9.38,2019-10-03 23:00:00,2019-10-03 23:00:00
224165,37679,2019-10-04,1,544,PE SAN GABRIEL,Eólica,eolica,22.05,22.05,2019-10-04 0:00:00,2019-10-04 00:00:00
224173,38196,2019-10-04,2,544,PE SAN GABRIEL,Eólica,eolica,46.82,46.82,2019-10-04 1:00:00,2019-10-04 01:00:00
224181,38713,2019-10-04,3,544,PE SAN GABRIEL,Eólica,eolica,50.98,50.98,2019-10-04 2:00:00,2019-10-04 02:00:00
224189,39230,2019-10-04,4,544,PE SAN GABRIEL,Eólica,eolica,54.61,54.61,2019-10-04 3:00:00,2019-10-04 03:00:00
224197,39747,2019-10-04,5,544,PE SAN GABRIEL,Eólica,eolica,60.41,60.41,2019-10-04 4:00:00,2019-10-04 04:00:00
224205,40264,2019-10-04,6,544,PE SAN GABRIEL,Eólica,eolica,54.99,54.99,2019-10-04 5:00:00,2019-10-04 05:00:00
224213,40781,2019-10-04,7,544,PE SAN GABRIEL,Eólica,eolica,54.61,54.61,2019-10-04 6:00:00,2019-10-04 06:00:00
224221,41298,2019-10-04,8,544,PE SAN GABRIEL,Eólica,eolica,47.54,47.54,2019-10-04 7:00:00,2019-10-04 07:00:00
224229,41815,2019-10-04,9,544,PE SAN GABRIEL,Eólica,eolica,36.49,36.49,2019-10-04 8:00:00,2019-10-04 08:00:00
224237,42332,2019-10-04,10,544,PE SAN GABRIEL,Eólica,eolica,15.13,15.13,2019-10-04 9:00:00,2019-10-04 09:00:00
224245,42849,2019-10-04,11,544,PE SAN GABRIEL,Eólica,eolica,32.46,32.46,2019-10-04 10:00:00,2019-10-04 10:00:00
224253,43366,2019-10-04,12,544,PE SAN GABRIEL,Eólica,eolica,27.59,27.59,2019-10-04 11:00:00,2019-10-04 11:00:00
224261,43883,2019-10-04,13,544,PE SAN GABRIEL,Eólica,eolica,26.58,26.58,2019-10-04 12:00:00,2019-10-04 12:00:00
224269,44400,2019-10-04,14,544,PE SAN GABRIEL,Eólica,eolica,30.04,30.04,2019-10-04 13:00:00,2019-10-04 13:00:00
224277,44917,2019-10-04,15,544,PE SAN GABRIEL,Eólica,eolica,30.71,30.71,2019-10-04 14:00:00,2019-10-04 14:00:00
224285,45434,2019-10-04,16,544,PE SAN GABRIEL,Eólica,eolica,25.64,25.64,2019-10-04 15:00:00,2019-10-04 15:00:00
224293,45951,2019-10-04,17,544,PE SAN GABRIEL,Eólica,eolica,14.77,14.77,2019-10-04 16:00:00,2019-10-04 16:00:00
224301,46468,2019-10-04,18,544,PE SAN GABRIEL,Eólica,eolica,15.18,15.18,2019-10-04 17:00:00,2019-10-04 17:00:00
224309,46985,2019-10-04,19,544,PE SAN GABRIEL,Eólica,eolica,23.13,23.13,2019-10-04 18:00:00,2019-10-04 18:00:00
224317,47502,2019-10-04,20,544,PE SAN GABRIEL,Eólica,eolica,32.05,32.05,2019-10-04 19:00:00,2019-10-04 19:00:00
224325,48019,2019-10-04,21,544,PE SAN GABRIEL,Eólica,eolica,35.44,35.44,2019-10-04 20:00:00,2019-10-04 20:00:00
224333,48536,2019-10-04,22,544,PE SAN GABRIEL,Eólica,eolica,54.48,54.48,2019-10-04 21:00:00,2019-10-04 21:00:00
224341,49053,2019-10-04,23,544,PE SAN GABRIEL,Eólica,eolica,74.28,74.28,2019-10-04 22:00:00,2019-10-04 22:00:00
224349,49570,2019-10-04,24,544,PE SAN GABRIEL,Eólica,eolica,69.11,69.11,2019-10-04 23:00:00,2019-10-04 23:00:00
224357,50087,2019-10-05,1,544,PE SAN GABRIEL,Eólica,eolica,65.99,65.99,2019-10-05 0:00:00,2019-10-05 00:00:00
