,fecha_opreal,hora_opreal,central_infotecnica_id,central_nombre,central_tipo,central_tipo_nemotecnico,generacion_real_mwh,generacion_real_ernc_mwh
201466,2021-04-13,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
202134,2021-04-13,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
202802,2021-04-13,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
203470,2021-04-13,16,193,HP FLORIDA III,Hidráulica,hidraulica,0.4,0.0
204138,2021-04-13,17,193,HP FLORIDA III,Hidráulica,hidraulica,1.8,0.0
204806,2021-04-13,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
205475,2021-04-13,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
206144,2021-04-13,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
206813,2021-04-13,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
207482,2021-04-13,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
208151,2021-04-13,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
208932,2021-04-14,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
209067,2021-04-14,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
209865,2021-04-14,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
210831,2021-04-14,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
211562,2021-04-14,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
212243,2021-04-14,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
212944,2021-04-14,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
213648,2021-04-14,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
214065,2021-04-14,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
214349,2021-04-14,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
215141,2021-04-14,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
215978,2021-04-14,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
216747,2021-04-14,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
217684,2021-04-14,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
217690,2021-04-14,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
218792,2021-04-14,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
219380,2021-04-14,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
220204,2021-04-14,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
220873,2021-04-14,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
221542,2021-04-14,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
222212,2021-04-14,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
222882,2021-04-14,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
223552,2021-04-14,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
224222,2021-04-14,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
224915,2021-04-15,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
225625,2021-04-15,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
225736,2021-04-15,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
226600,2021-04-15,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
227488,2021-04-15,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
228259,2021-04-15,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
228469,2021-04-15,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
229379,2021-04-15,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
230222,2021-04-15,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
230939,2021-04-15,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
231262,2021-04-15,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
232390,2021-04-15,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
232539,2021-04-15,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
233589,2021-04-15,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
234269,2021-04-15,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
234938,2021-04-15,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
235607,2021-04-15,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
236276,2021-04-15,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
236945,2021-04-15,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
237614,2021-04-15,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
238284,2021-04-15,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
238954,2021-04-15,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
239624,2021-04-15,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
240294,2021-04-15,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
241123,2021-04-16,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
241126,2021-04-16,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
242309,2021-04-16,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
242620,2021-04-16,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
243375,2021-04-16,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
243965,2021-04-16,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
244943,2021-04-16,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
245310,2021-04-16,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
246229,2021-04-16,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
246638,2021-04-16,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
247263,2021-04-16,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
248214,2021-04-16,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
248699,2021-04-16,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
249648,2021-04-16,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
249956,2021-04-16,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
250836,2021-04-16,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
251790,2021-04-16,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
251920,2021-04-16,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
252831,2021-04-16,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
253756,2021-04-16,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
253994,2021-04-16,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
255092,2021-04-16,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
255765,2021-04-16,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
256438,2021-04-16,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
257259,2021-04-17,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
257281,2021-04-17,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
258521,2021-04-17,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
258721,2021-04-17,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
259493,2021-04-17,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
260509,2021-04-17,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
260732,2021-04-17,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
261834,2021-04-17,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
262068,2021-04-17,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
262996,2021-04-17,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
263858,2021-04-17,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
264533,2021-04-17,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
265208,2021-04-17,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
265883,2021-04-17,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
266558,2021-04-17,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
267233,2021-04-17,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
267908,2021-04-17,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
268583,2021-04-17,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
269258,2021-04-17,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
269933,2021-04-17,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
270608,2021-04-17,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
271283,2021-04-17,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
271958,2021-04-17,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
272633,2021-04-17,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
273411,2021-04-18,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
273558,2021-04-18,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
274786,2021-04-18,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
274905,2021-04-18,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
276037,2021-04-18,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
276225,2021-04-18,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
277164,2021-04-18,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
277878,2021-04-18,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
278684,2021-04-18,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
279356,2021-04-18,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
280028,2021-04-18,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
280700,2021-04-18,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
281372,2021-04-18,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
282044,2021-04-18,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
282716,2021-04-18,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
283387,2021-04-18,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
284058,2021-04-18,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
284729,2021-04-18,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
285400,2021-04-18,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
286072,2021-04-18,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
286744,2021-04-18,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
287416,2021-04-18,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
288088,2021-04-18,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
288760,2021-04-18,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
289556,2021-04-19,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
289611,2021-04-19,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
290469,2021-04-19,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
291209,2021-04-19,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
292142,2021-04-19,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
292833,2021-04-19,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
293071,2021-04-19,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
293785,2021-04-19,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
294870,2021-04-19,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
295176,2021-04-19,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.1,0.0
295890,2021-04-19,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
296904,2021-04-19,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
297225,2021-04-19,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
297839,2021-04-19,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
298586,2021-04-19,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
299493,2021-04-19,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
300163,2021-04-19,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
300833,2021-04-19,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
301503,2021-04-19,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
302174,2021-04-19,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
302845,2021-04-19,20,193,HP FLORIDA III,Hidráulica,hidraulica,1.9,0.0
303516,2021-04-19,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.1,0.0
304187,2021-04-19,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
304858,2021-04-19,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
305648,2021-04-20,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
305920,2021-04-20,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
306404,2021-04-20,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
307505,2021-04-20,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
308199,2021-04-20,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
308499,2021-04-20,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
309599,2021-04-20,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
310119,2021-04-20,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
310479,2021-04-20,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
311482,2021-04-20,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
312248,2021-04-20,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
312920,2021-04-20,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
313591,2021-04-20,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
314262,2021-04-20,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
314934,2021-04-20,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
315606,2021-04-20,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
316278,2021-04-20,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
316950,2021-04-20,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
317622,2021-04-20,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
318294,2021-04-20,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
318966,2021-04-20,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
319638,2021-04-20,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
320310,2021-04-20,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
320982,2021-04-20,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
321777,2021-04-21,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
321925,2021-04-21,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
322608,2021-04-21,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
323423,2021-04-21,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
324312,2021-04-21,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
324866,2021-04-21,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
325338,2021-04-21,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
326223,2021-04-21,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
327120,2021-04-21,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
327197,2021-04-21,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
328191,2021-04-21,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
328932,2021-04-21,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
329309,2021-04-21,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
330364,2021-04-21,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
331034,2021-04-21,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
331704,2021-04-21,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
332374,2021-04-21,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
333044,2021-04-21,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
333714,2021-04-21,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
334384,2021-04-21,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
335054,2021-04-21,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
335724,2021-04-21,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
336394,2021-04-21,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
337064,2021-04-21,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
337812,2021-04-22,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
337958,2021-04-22,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
339166,2021-04-22,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
339364,2021-04-22,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
340141,2021-04-22,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
341089,2021-04-22,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
341760,2021-04-22,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
342431,2021-04-22,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
343102,2021-04-22,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
343773,2021-04-22,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
344444,2021-04-22,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
345115,2021-04-22,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
345786,2021-04-22,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
346457,2021-04-22,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
347128,2021-04-22,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
347799,2021-04-22,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
348470,2021-04-22,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
349141,2021-04-22,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
349812,2021-04-22,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
350483,2021-04-22,19,193,HP FLORIDA III,Hidráulica,hidraulica,1.3,0.0
351154,2021-04-22,20,193,HP FLORIDA III,Hidráulica,hidraulica,1.4,0.0
351825,2021-04-22,21,193,HP FLORIDA III,Hidráulica,hidraulica,1.6,0.0
352496,2021-04-22,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
353167,2021-04-22,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
353975,2021-04-23,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
354014,2021-04-23,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
354926,2021-04-23,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
355886,2021-04-23,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
356341,2021-04-23,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
356779,2021-04-23,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
357781,2021-04-23,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
358614,2021-04-23,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
358745,2021-04-23,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
359800,2021-04-23,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
360422,2021-04-23,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
360910,2021-04-23,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
361846,2021-04-23,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
362273,2021-04-23,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
362940,2021-04-23,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
363672,2021-04-23,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
364421,2021-04-23,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
364788,2021-04-23,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
366030,2021-04-23,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
366347,2021-04-23,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
367132,2021-04-23,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
368080,2021-04-23,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
368286,2021-04-23,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
369340,2021-04-23,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
370164,2021-04-24,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
370184,2021-04-24,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
371373,2021-04-24,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
371826,2021-04-24,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
372520,2021-04-24,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
373389,2021-04-24,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
373656,2021-04-24,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
374719,2021-04-24,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
375179,2021-04-24,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
375742,2021-04-24,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
376618,2021-04-24,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
377540,2021-04-24,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
377580,2021-04-24,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
378491,2021-04-24,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
379422,2021-04-24,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
380094,2021-04-24,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
380766,2021-04-24,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
381438,2021-04-24,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
382110,2021-04-24,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
382782,2021-04-24,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
383454,2021-04-24,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
384126,2021-04-24,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
384798,2021-04-24,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
385470,2021-04-24,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
386274,2021-04-25,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
386336,2021-04-25,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
387483,2021-04-25,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
387884,2021-04-25,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
388674,2021-04-25,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
389591,2021-04-25,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
389695,2021-04-25,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
390846,2021-04-25,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
391518,2021-04-25,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
392190,2021-04-25,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
392862,2021-04-25,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
393534,2021-04-25,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
394206,2021-04-25,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
394878,2021-04-25,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
395550,2021-04-25,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
396222,2021-04-25,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
396894,2021-04-25,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
397566,2021-04-25,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
398238,2021-04-25,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
398910,2021-04-25,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
399582,2021-04-25,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
400254,2021-04-25,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
400926,2021-04-25,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
401598,2021-04-25,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
402402,2021-04-26,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
402447,2021-04-26,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
403646,2021-04-26,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
403966,2021-04-26,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
404967,2021-04-26,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
405670,2021-04-26,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
406044,2021-04-26,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
406995,2021-04-26,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
407670,2021-04-26,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
408345,2021-04-26,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
